Date,Open,High,Low,Close,Adj Close,Volume
2011-06-15,2.764,2.826,2.756,2.758,2.463922,7023610.0
2011-06-16,2.71,2.73,2.662,2.664,2.379945,6582255.0
2011-06-17,2.664,2.7,2.616,2.624,2.34421,6150140.0
2011-06-20,2.62,2.62,2.536,2.55,2.2781,6058895.0
2011-06-21,2.578,2.62,2.548,2.62,2.340636,6883180.0
2011-06-22,2.606,2.658,2.57,2.594,2.317409,5587800.0
2011-06-23,2.566,2.714,2.56,2.698,2.410319,12155215.0
2011-06-24,2.68,2.82,2.668,2.81,2.510377,17900490.0
2011-06-27,2.776,2.88,2.776,2.82,2.519311,18398310.0
2011-06-28,2.83,2.95,2.804,2.87,2.563979,20895300.0
2011-06-29,2.852,2.898,2.8,2.802,2.50323,12704840.0
2011-06-30,2.79,2.858,2.79,2.822,2.521097,8988285.0
2011-07-01,2.84,2.992,2.826,2.892,2.583633,20421970.0
2011-07-04,2.892,2.976,2.892,2.942,2.628302,15952330.0
2011-07-05,2.93,2.96,2.88,2.908,2.597928,13074135.0
2011-07-06,2.91,3.052,2.908,3.038,2.714066,26143075.0
2011-07-07,3.006,3.232,3.0,3.076,2.748014,29699965.0
2011-07-08,3.07,3.106,3.016,3.058,2.731933,15458040.0
2011-07-11,3.038,3.07,3.012,3.064,2.737293,11187880.0
2011-07-12,3.016,3.03,2.92,2.924,2.612221,13543180.0
2011-07-13,2.948,3.016,2.928,3.002,2.681904,10253280.0
2011-07-14,3.024,3.132,3.02,3.084,2.755161,16827220.0
2011-07-15,3.084,3.174,3.06,3.12,2.787322,14165245.0
2011-07-18,3.12,3.15,3.07,3.086,2.756948,8715425.0
2011-07-19,3.06,3.066,2.99,3.02,2.697985,9199530.0
2011-07-20,3.04,3.072,3.0,3.036,2.712279,7873840.0
2011-07-21,3.036,3.04,2.952,2.96,2.644383,8574055.0
2011-07-22,2.97,3.018,2.966,2.984,2.665824,5592010.0
2011-07-25,2.942,2.97,2.78,2.808,2.50859,9676985.0
2011-07-26,2.808,2.916,2.796,2.874,2.567553,7812325.0
2011-07-27,2.866,3.09,2.812,3.08,2.751587,25246290.0
2011-07-28,3.016,3.21,3.01,3.142,2.806977,49952350.0
2011-07-29,3.096,3.112,2.9,2.996,2.676544,30013350.0
2011-08-01,3.0,3.17,2.964,3.168,2.830204,31457115.0
2011-08-02,3.12,3.156,3.032,3.142,2.806977,32495875.0
2011-08-03,3.072,3.456,3.044,3.34,2.983864,90373145.0
2011-08-04,3.29,3.312,3.22,3.262,2.914181,51042840.0
2011-08-05,3.12,3.186,3.082,3.124,2.790896,32392960.0
2011-08-08,3.02,3.088,2.812,2.816,2.515737,40004710.0
2011-08-09,2.698,2.874,2.62,2.812,2.512164,29130360.0
2011-08-10,2.87,2.934,2.82,2.838,2.535392,25667000.0
2011-08-11,2.73,2.882,2.706,2.87,2.563979,18051295.0
2011-08-12,2.9,2.972,2.872,2.896,2.587207,20690445.0
2011-08-15,2.896,2.97,2.884,2.966,2.649743,16333080.0
2011-08-16,2.97,2.99,2.902,2.922,2.610435,18992095.0
2011-08-17,2.916,2.948,2.866,2.876,2.56934,13101050.0
2011-08-18,2.876,2.91,2.814,2.816,2.515737,12135505.0
2011-08-19,2.74,2.792,2.724,2.78,2.483576,11247475.0
2011-08-22,2.78,2.83,2.764,2.796,2.49787,8980355.0
2011-08-23,2.816,2.864,2.77,2.862,2.556832,12112955.0
2011-08-24,2.892,2.93,2.862,2.864,2.558619,14168800.0
2011-08-25,2.842,2.986,2.842,2.948,2.633662,21928685.0
2011-08-26,2.924,2.978,2.92,2.968,2.65153,15340965.0
2011-08-29,2.942,2.974,2.882,2.888,2.58006,11720390.0
2011-08-30,2.926,2.95,2.84,2.856,2.551472,11547435.0
2011-08-31,2.856,2.888,2.822,2.88,2.572913,6202345.0
2011-09-01,2.896,2.906,2.812,2.824,2.522884,6288350.0
2011-09-02,2.81,2.832,2.772,2.796,2.49787,5813120.0
2011-09-05,2.76,2.786,2.722,2.73,2.438907,5900425.0
2011-09-06,2.706,2.754,2.7,2.746,2.453201,3420250.0
2011-09-07,2.76,2.826,2.758,2.816,2.515737,5305835.0
2011-09-08,2.82,2.828,2.77,2.772,2.476429,4966755.0
2011-09-09,2.78,2.802,2.746,2.75,2.456775,4207575.0
2011-09-13,2.718,2.726,2.682,2.708,2.419253,4243795.0
2011-09-14,2.712,2.746,2.69,2.746,2.453201,5126925.0
2011-09-15,2.752,2.774,2.734,2.738,2.446054,4620325.0
2011-09-16,2.752,2.86,2.742,2.808,2.50859,13534190.0
2011-09-19,2.778,2.788,2.748,2.75,2.456775,6442140.0
2011-09-20,2.728,2.778,2.69,2.746,2.453201,5245080.0
2011-09-21,2.746,2.836,2.724,2.828,2.526458,9548480.0
2011-09-22,2.8,2.81,2.722,2.736,2.444268,7451675.0
2011-09-23,2.696,2.71,2.656,2.69,2.403172,5703410.0
2011-09-26,2.69,2.722,2.632,2.64,2.358504,3247380.0
2011-09-27,2.66,2.7,2.626,2.664,2.379945,3655925.0
2011-09-28,2.676,2.696,2.602,2.622,2.342423,6239850.0
2011-09-29,2.576,2.6,2.5,2.52,2.251299,5093045.0
2011-09-30,2.55,2.55,2.504,2.526,2.256659,2019530.0
2011-10-10,2.53,2.576,2.5,2.506,2.238792,2455660.0
2011-10-11,2.58,2.596,2.5,2.526,2.256659,3938140.0
2011-10-12,2.506,2.624,2.504,2.62,2.340636,6350185.0
2011-10-13,2.618,2.758,2.592,2.71,2.42104,11577685.0
2011-10-14,2.678,2.718,2.648,2.67,2.385305,7036340.0
2011-10-17,2.69,2.7,2.656,2.68,2.394239,4200345.0
2011-10-18,2.654,2.666,2.556,2.562,2.288821,5601995.0
2011-10-19,2.58,2.628,2.562,2.61,2.331702,3785615.0
2011-10-20,2.586,2.608,2.518,2.524,2.254872,5135960.0
2011-10-21,2.566,2.566,2.502,2.522,2.253086,3346390.0
2011-10-24,2.522,2.576,2.41,2.564,2.290607,5753410.0
2011-10-25,2.552,2.652,2.542,2.62,2.340636,8153805.0
2011-10-26,2.594,2.65,2.584,2.598,2.320982,7737290.0
2011-10-27,2.6,2.644,2.59,2.612,2.333489,4741655.0
2011-10-28,2.65,2.696,2.632,2.66,2.376371,10118640.0
2011-10-31,2.67,2.674,2.64,2.658,2.374584,5766600.0
2011-11-01,2.634,2.67,2.614,2.65,2.367437,6200130.0
2011-11-02,2.614,2.706,2.604,2.688,2.401386,10407565.0
2011-11-03,2.7,2.816,2.684,2.712,2.422826,20411140.0
2011-11-04,2.768,2.776,2.714,2.732,2.440694,11084545.0
2011-11-07,2.734,2.77,2.726,2.728,2.43712,6058400.0
2011-11-08,2.73,2.756,2.672,2.688,2.401386,8520370.0
2011-11-09,2.692,2.728,2.66,2.726,2.435334,7032045.0
2011-11-10,2.672,2.702,2.66,2.664,2.379945,5753490.0
2011-11-11,2.67,2.69,2.654,2.666,2.381731,6077620.0
2011-11-14,2.692,2.776,2.68,2.74,2.447841,9284330.0
2011-11-15,2.736,2.766,2.722,2.76,2.465708,7788920.0
2011-11-16,2.76,2.776,2.644,2.666,2.381731,8496450.0
2011-11-17,2.688,2.706,2.66,2.664,2.379945,4882355.0
2011-11-18,2.644,2.654,2.562,2.582,2.306688,5728835.0
2011-11-21,2.618,2.628,2.572,2.604,2.326342,2508675.0
2011-11-22,2.57,2.598,2.556,2.584,2.308475,1963645.0
2011-11-23,2.592,2.594,2.562,2.574,2.299541,2261545.0
2011-11-24,2.57,2.63,2.54,2.6,2.322769,5338920.0
2011-11-25,2.62,2.654,2.562,2.562,2.288821,4045035.0
2011-11-28,2.578,2.578,2.54,2.56,2.287034,2489605.0
2011-11-29,2.578,2.606,2.56,2.6,2.322769,3322830.0
2011-11-30,2.6,2.6,2.446,2.474,2.210204,5583195.0
2011-12-01,2.596,2.596,2.534,2.54,2.269166,6747180.0
2011-12-02,2.524,2.55,2.488,2.494,2.228071,3422105.0
2011-12-05,2.494,2.5,2.44,2.45,2.188763,2402675.0
2011-12-06,2.45,2.46,2.416,2.456,2.194123,1679310.0
2011-12-07,2.448,2.484,2.448,2.48,2.215564,2646630.0
2011-12-08,2.48,2.504,2.444,2.488,2.222711,2666950.0
2011-12-09,2.452,2.486,2.444,2.454,2.192336,1428150.0
2011-12-12,2.454,2.478,2.436,2.442,2.181616,1136500.0
2011-12-13,2.44,2.44,2.366,2.37,2.117293,3626250.0
2011-12-14,2.36,2.394,2.258,2.26,2.019022,1752500.0
2011-12-15,2.238,2.256,2.122,2.142,1.913604,3539645.0
2011-12-16,2.136,2.216,2.12,2.216,1.979714,2849245.0
2011-12-19,2.208,2.208,2.136,2.192,1.958273,2508000.0
2011-12-20,2.164,2.22,2.164,2.194,1.960059,1609280.0
2011-12-21,2.21,2.236,2.136,2.136,1.908244,1345050.0
2011-12-22,2.12,2.12,2.032,2.068,1.847495,3495515.0
2011-12-23,2.064,2.14,2.056,2.086,1.863575,2473225.0
2011-12-26,2.076,2.11,2.056,2.062,1.842134,1663620.0
2011-12-27,2.056,2.07,1.98,1.99,1.777811,1995505.0
2011-12-28,2.0,2.006,1.936,1.998,1.784958,2359625.0
2011-12-29,1.98,2.02,1.962,2.006,1.792105,1890735.0
2011-12-30,2.016,2.038,2.002,2.024,1.808186,2253405.0
2012-01-04,2.016,2.06,1.94,1.94,1.733143,3973645.0
2012-01-05,1.94,1.96,1.822,1.832,1.636659,2126755.0
2012-01-06,1.86,1.886,1.772,1.834,1.638445,2175740.0
2012-01-09,1.834,1.954,1.812,1.928,1.722422,4111105.0
2012-01-10,1.92,2.064,1.918,2.052,1.833201,7615305.0
2012-01-11,2.03,2.06,2.002,2.034,1.81712,5250790.0
2012-01-12,2.014,2.096,2.006,2.06,1.840347,6885300.0
2012-01-13,2.054,2.06,1.95,1.97,1.759944,5230145.0
2012-01-16,1.92,1.968,1.85,1.876,1.675967,1620555.0
2012-01-17,1.898,2.064,1.87,2.064,1.843921,8658770.0
2012-01-18,2.27,2.27,2.19,2.21,1.974353,39539290.0
2012-01-19,2.158,2.22,2.11,2.18,1.947552,21570070.0
2012-01-20,2.188,2.19,2.12,2.154,1.924325,10418590.0
2012-01-30,2.154,2.17,2.096,2.132,1.90467,13558755.0
2012-01-31,2.114,2.146,2.09,2.12,1.89395,9110165.0
2012-02-01,2.098,2.148,2.07,2.08,1.858215,10185170.0
2012-02-02,2.088,2.158,2.076,2.132,1.90467,11351935.0
2012-02-03,2.12,2.156,2.106,2.142,1.913604,9839995.0
2012-02-06,2.15,2.156,2.102,2.124,1.897523,8300455.0
2012-02-07,2.12,2.158,2.07,2.144,1.915391,9686580.0
2012-02-08,2.118,2.276,2.11,2.248,2.008301,19682250.0
2012-02-09,2.234,2.236,2.19,2.196,1.961846,14353400.0
2012-02-10,2.196,2.22,2.166,2.176,1.943979,7870395.0
2012-02-13,2.158,2.23,2.142,2.21,1.974353,7104770.0
2012-02-14,2.21,2.214,2.17,2.19,1.956486,4473875.0
2012-02-15,2.19,2.4,2.17,2.324,2.076198,29022660.0
2012-02-16,2.284,2.312,2.258,2.296,2.051183,15053510.0
2012-02-17,2.29,2.33,2.28,2.316,2.069051,9450790.0
2012-02-20,2.346,2.352,2.284,2.292,2.04761,9872530.0
2012-02-21,2.278,2.3,2.236,2.3,2.054757,6802940.0
2012-02-22,2.3,2.358,2.29,2.34,2.090492,10143900.0
2012-02-23,2.33,2.4,2.314,2.372,2.11908,14349775.0
2012-02-24,2.36,2.394,2.336,2.368,2.115506,9379595.0
2012-02-27,2.382,2.472,2.362,2.37,2.117293,16713180.0
2012-02-28,2.34,2.366,2.292,2.316,2.069051,9851045.0
2012-02-29,2.316,2.358,2.288,2.296,2.051183,6239210.0
2012-03-01,2.292,2.328,2.262,2.304,2.05833,4591850.0
2012-03-02,2.3,2.366,2.3,2.344,2.094065,6770345.0
2012-03-05,2.344,2.376,2.322,2.328,2.079772,6664150.0
2012-03-06,2.308,2.34,2.266,2.278,2.035103,6082785.0
2012-03-07,2.264,2.296,2.242,2.26,2.019022,5829185.0
2012-03-08,2.276,2.31,2.26,2.3,2.054757,4557375.0
2012-03-09,2.3,2.342,2.3,2.34,2.090492,6584585.0
2012-03-12,2.342,2.368,2.322,2.346,2.095852,6519285.0
2012-03-13,2.358,2.368,2.328,2.368,2.115506,6621075.0
2012-03-14,2.386,2.388,2.2,2.228,1.990434,12875670.0
2012-03-15,2.226,2.25,2.13,2.164,1.933258,8548980.0
2012-03-16,2.164,2.218,2.16,2.216,1.979714,5770790.0
2012-03-19,2.216,2.258,2.196,2.25,2.010088,5930560.0
2012-03-20,2.228,2.232,2.172,2.19,1.956486,4362950.0
2012-03-21,2.2,2.33,2.19,2.248,2.008301,10497095.0
2012-03-22,2.23,2.244,2.192,2.232,1.994008,5089695.0
2012-03-23,2.214,2.222,2.144,2.16,1.929685,4282805.0
2012-03-26,2.15,2.18,2.144,2.16,1.929685,2107310.0
2012-03-27,2.176,2.196,2.162,2.166,1.935045,2194640.0
2012-03-28,2.166,2.166,2.032,2.032,1.815333,4341750.0
2012-03-29,2.036,2.08,1.994,2.026,1.809973,3221340.0
2012-03-30,2.046,2.046,1.962,2.006,1.792105,2417600.0
2012-04-05,2.006,2.072,1.992,2.068,1.847495,3153060.0
2012-04-06,2.068,2.088,2.04,2.072,1.851068,2348960.0
2012-04-09,2.06,2.072,2.04,2.046,1.82784,1705450.0
2012-04-10,2.016,2.08,2.012,2.08,1.858215,2783540.0
2012-04-11,2.062,2.094,2.046,2.076,1.854641,2595275.0
2012-04-12,2.08,2.14,2.08,2.134,1.906457,3324775.0
2012-04-13,2.136,2.172,2.11,2.132,1.90467,4369550.0
2012-04-16,2.12,2.136,2.1,2.12,1.89395,3218895.0
2012-04-17,2.11,2.134,2.104,2.108,1.883229,2456930.0
2012-04-18,2.11,2.176,2.11,2.168,1.936832,4579665.0
2012-04-19,2.16,2.174,2.136,2.154,1.924325,3167390.0
2012-04-20,2.152,2.192,2.15,2.182,1.949339,5329505.0
2012-04-23,2.17,2.19,2.098,2.104,1.879656,5452780.0
2012-04-24,2.09,2.11,2.016,2.058,1.838561,4370805.0
2012-04-25,2.06,2.1,2.04,2.078,1.856428,2711295.0
2012-04-26,2.088,2.286,2.072,2.286,2.04225,17983240.0
2012-04-27,2.378,2.514,2.344,2.424,2.165535,65359900.0
2012-05-02,2.424,2.666,2.288,2.666,2.381731,57008040.0
2012-05-03,2.712,2.932,2.706,2.932,2.619368,54290525.0
2012-05-04,3.096,3.18,2.912,2.99,2.671184,105590140.0
2012-05-07,2.914,3.078,2.888,3.014,2.692625,77894435.0
2012-05-08,2.95,3.008,2.88,2.974,2.65689,53912415.0
2012-05-09,2.9,2.9,2.816,2.864,2.558619,42944320.0
2012-05-10,2.868,2.908,2.83,2.856,2.551472,37901090.0
2012-05-11,2.86,2.9,2.722,2.74,2.447841,43003690.0
2012-05-14,2.74,2.74,2.74,2.74,2.447841,0.0
2012-05-15,2.67,2.702,2.63,2.7,2.412106,31971790.0
2012-05-16,2.7,2.818,2.636,2.654,2.371011,47912005.0
2012-05-17,2.67,2.828,2.61,2.79,2.49251,49010980.0
2012-05-18,2.74,2.754,2.58,2.59,2.313835,39184300.0
2012-05-21,2.556,2.696,2.552,2.636,2.35493,26990345.0
2012-05-22,2.65,2.728,2.62,2.674,2.388878,30996755.0
2012-05-23,2.65,2.67,2.562,2.626,2.345996,23436345.0
2012-05-24,2.62,2.824,2.6,2.676,2.390665,46153850.0
2012-05-25,2.664,2.72,2.594,2.71,2.42104,34650035.0
2012-05-28,2.7,2.98,2.646,2.884,2.576487,65218360.0
2012-05-29,2.842,3.028,2.806,2.932,2.619368,63840760.0
2012-05-30,2.88,2.926,2.842,2.904,2.594354,32239440.0
2012-05-31,2.864,2.894,2.78,2.802,2.50323,31765250.0
2012-06-01,2.8,2.854,2.742,2.75,2.456775,22113380.0
2012-06-04,2.64,2.67,2.522,2.53,2.260233,31143440.0
2012-06-05,2.522,2.55,2.47,2.502,2.235218,17042690.0
2012-06-06,2.52,2.596,2.504,2.552,2.279887,21195125.0
2012-06-07,2.596,2.616,2.48,2.48,2.215564,14858070.0
2012-06-08,2.514,2.53,2.44,2.45,2.188763,11734000.0
2012-06-11,2.47,2.546,2.44,2.532,2.262019,15517925.0
2012-06-12,2.496,2.514,2.468,2.476,2.211991,9920270.0
2012-06-13,2.492,2.548,2.486,2.54,2.269166,14578185.0
2012-06-14,2.528,2.616,2.51,2.538,2.26738,19173975.0
2012-06-15,2.55,2.576,2.472,2.562,2.288821,16618265.0
2012-06-18,2.58,2.628,2.54,2.592,2.315622,19214830.0
2012-06-19,2.576,2.576,2.5,2.512,2.244152,14452570.0
2012-06-20,2.53,2.566,2.492,2.536,2.265593,10103120.0
2012-06-21,2.516,2.516,2.444,2.46,2.197697,9320845.0
2012-06-25,2.46,2.46,2.32,2.33,2.081558,10657620.0
2012-06-26,2.3,2.386,2.29,2.36,2.108359,8638505.0
2012-06-27,2.376,2.412,2.336,2.344,2.094065,6934955.0
2012-06-28,2.352,2.376,2.328,2.328,2.079772,5272085.0
2012-06-29,2.32,2.532,2.308,2.48,2.215564,21036460.0
2012-07-02,2.47,2.568,2.402,2.542,2.270953,20212725.0
2012-07-03,2.51,2.51,2.43,2.44,2.417594,14857440.0
2012-07-04,2.46,2.494,2.43,2.454,2.431466,11956140.0
2012-07-05,2.45,2.45,2.354,2.36,2.338329,8769950.0
2012-07-06,2.37,2.56,2.33,2.532,2.508749,28250010.0
2012-07-09,2.482,2.538,2.4,2.412,2.389851,20691840.0
2012-07-10,2.39,2.472,2.364,2.442,2.419576,12985550.0
2012-07-11,2.41,2.664,2.382,2.578,2.554327,29991840.0
2012-07-12,2.54,2.77,2.536,2.686,2.661335,46635940.0
2012-07-13,2.66,2.704,2.584,2.624,2.599905,27912355.0
2012-07-16,2.632,2.656,2.532,2.632,2.607831,25212440.0
2012-07-17,2.6,2.752,2.594,2.72,2.695023,37768975.0
2012-07-18,2.72,2.72,2.542,2.694,2.669262,29323085.0
2012-07-19,2.664,2.8,2.594,2.776,2.750509,38621065.0
2012-07-20,2.74,2.79,2.652,2.662,2.637555,25098475.0
2012-07-23,2.61,2.642,2.538,2.542,2.518657,19401190.0
2012-07-24,2.524,2.592,2.512,2.552,2.528566,14264125.0
2012-07-25,2.534,2.568,2.432,2.44,2.417594,14952025.0
2012-07-26,2.46,2.654,2.416,2.51,2.486951,23906930.0
2012-07-27,2.528,2.57,2.5,2.518,2.494878,15168765.0
2012-07-30,2.496,2.586,2.44,2.528,2.504786,17405845.0
2012-07-31,2.5,2.51,2.288,2.294,2.272935,19728100.0
2012-08-01,2.314,2.46,2.294,2.388,2.366072,14764560.0
2012-08-02,2.362,2.444,2.33,2.39,2.368053,14923070.0
2012-08-03,2.392,2.444,2.372,2.424,2.401741,10892245.0
2012-08-06,2.41,2.514,2.394,2.492,2.469117,15158485.0
2012-08-07,2.48,2.56,2.46,2.522,2.498841,17115980.0
2012-08-08,2.52,2.59,2.476,2.49,2.467135,19509420.0
2012-08-09,2.462,2.522,2.462,2.508,2.48497,15261810.0
2012-08-10,2.524,2.592,2.51,2.55,2.526584,22672115.0
2012-08-13,2.538,2.62,2.486,2.498,2.475061,18599430.0
2012-08-14,2.48,2.612,2.4,2.558,2.534511,20288710.0
2012-08-15,2.524,2.538,2.446,2.454,2.431466,11485720.0
2012-08-16,2.454,2.5,2.43,2.44,2.417594,6494800.0
2012-08-17,2.44,2.47,2.424,2.462,2.439392,5040695.0
2012-08-20,2.44,2.46,2.378,2.446,2.423539,8461440.0
2012-08-21,2.42,2.482,2.42,2.464,2.441374,7850760.0
2012-08-22,2.452,2.48,2.414,2.434,2.411649,6840660.0
2012-08-23,2.44,2.58,2.438,2.524,2.500823,17356775.0
2012-08-24,2.498,2.522,2.428,2.44,2.417594,10132950.0
2012-08-27,2.432,2.458,2.362,2.37,2.348237,6433860.0
2012-08-28,2.376,2.418,2.346,2.38,2.358145,5285425.0
2012-08-29,2.37,2.4,2.328,2.33,2.308604,5445790.0
2012-08-30,2.316,2.35,2.14,2.212,2.191688,10152575.0
2012-08-31,2.198,2.21,2.122,2.162,2.142147,9186415.0
2012-09-03,2.164,2.224,2.164,2.204,2.183761,6096085.0
2012-09-04,2.214,2.234,2.164,2.17,2.150074,5463100.0
2012-09-05,2.15,2.218,2.142,2.194,2.173853,4989250.0
2012-09-06,2.2,2.23,2.2,2.222,2.201596,4739955.0
2012-09-07,2.256,2.4,2.256,2.352,2.330402,14883135.0
2012-09-10,2.32,2.47,2.316,2.396,2.373998,17211260.0
2012-09-11,2.376,2.376,2.328,2.346,2.324457,10178760.0
2012-09-12,2.376,2.428,2.354,2.396,2.373998,11343265.0
2012-09-13,2.394,2.394,2.33,2.33,2.308604,8706035.0
2012-09-14,2.496,2.55,2.4,2.414,2.391833,26671520.0
2012-09-17,2.402,2.43,2.35,2.352,2.330402,11281920.0
2012-09-18,2.32,2.348,2.276,2.308,2.286806,5876510.0
2012-09-19,2.308,2.364,2.28,2.354,2.332384,10364115.0
2012-09-20,2.326,2.328,2.222,2.232,2.211504,8005090.0
2012-09-21,2.234,2.29,2.228,2.238,2.217449,5252215.0
2012-09-24,2.232,2.272,2.162,2.244,2.223394,6570165.0
2012-09-25,2.238,2.244,2.184,2.214,2.193669,4286780.0
2012-09-26,2.208,2.222,2.136,2.142,2.12233,4401720.0
2012-09-27,2.124,2.226,2.124,2.194,2.173853,7214935.0
2012-09-28,2.188,2.234,2.178,2.226,2.205559,6745720.0
2012-10-08,2.226,2.254,2.18,2.194,2.173853,3414350.0
2012-10-09,2.22,2.276,2.206,2.258,2.237265,7050155.0
2012-10-10,2.264,2.31,2.244,2.296,2.274916,7870665.0
2012-10-11,2.296,2.458,2.256,2.312,2.29077,20673650.0
2012-10-12,2.292,2.33,2.256,2.282,2.261045,10762945.0
2012-10-15,2.286,2.286,2.194,2.222,2.201596,6599285.0
2012-10-16,2.238,2.25,2.21,2.23,2.209522,3684520.0
2012-10-17,2.236,2.26,2.202,2.244,2.223394,4228475.0
2012-10-18,2.246,2.298,2.244,2.28,2.259063,6671320.0
2012-10-19,2.27,2.326,2.27,2.296,2.274916,8367610.0
2012-10-22,2.264,2.296,2.236,2.28,2.259063,4144210.0
2012-10-23,2.276,2.3,2.248,2.252,2.231321,4246705.0
2012-10-24,2.22,2.336,2.22,2.312,2.29077,13149175.0
2012-10-25,2.3,2.32,2.246,2.252,2.231321,7330510.0
2012-10-26,2.224,2.254,2.17,2.176,2.156018,6440660.0
2012-10-29,2.176,2.224,2.162,2.186,2.165927,2286730.0
2012-10-30,2.12,2.218,2.12,2.19,2.16989,2978975.0
2012-10-31,2.208,2.208,2.144,2.17,2.150074,5692540.0
2012-11-01,2.176,2.246,2.152,2.234,2.213486,8740505.0
2012-11-02,2.232,2.242,2.204,2.228,2.207541,4757450.0
2012-11-05,2.212,2.296,2.212,2.244,2.223394,8396785.0
2012-11-06,2.226,2.242,2.168,2.204,2.183761,5315080.0
2012-11-07,2.22,2.256,2.21,2.224,2.203578,9446930.0
2012-11-08,2.176,2.176,2.122,2.122,2.102514,8496660.0
2012-11-09,2.122,2.15,2.12,2.126,2.106477,2701040.0
2012-11-12,2.128,2.17,2.116,2.162,2.142147,3194300.0
2012-11-13,2.164,2.18,2.136,2.16,2.140165,5379020.0
2012-11-14,2.166,2.276,2.124,2.19,2.16989,11619895.0
2012-11-15,2.15,2.152,2.1,2.1,2.080716,8490465.0
2012-11-16,2.048,2.096,2.042,2.06,2.041084,3846685.0
2012-11-19,2.06,2.082,2.056,2.082,2.062881,2002145.0
2012-11-20,2.1,2.104,2.06,2.062,2.043065,2218805.0
2012-11-21,2.076,2.114,2.05,2.098,2.078735,3312640.0
2012-11-22,2.09,2.09,2.062,2.08,2.0609,2302005.0
2012-11-23,2.084,2.13,2.072,2.088,2.068826,2858135.0
2012-11-26,2.084,2.12,2.064,2.064,2.045047,2793495.0
2012-11-27,2.062,2.062,1.912,1.916,1.898406,8664385.0
2012-11-28,1.91,1.93,1.842,1.86,1.84292,3690340.0
2012-11-29,1.856,1.878,1.806,1.816,1.799324,2851645.0
2012-11-30,1.816,1.854,1.816,1.854,1.836975,3105110.0
2012-12-03,1.858,1.862,1.802,1.804,1.787434,2453770.0
2012-12-04,1.782,1.832,1.772,1.832,1.815177,3878565.0
2012-12-05,1.84,1.938,1.83,1.912,1.894443,5571830.0
2012-12-06,1.912,1.95,1.89,1.924,1.906332,4953250.0
2012-12-07,1.9,1.99,1.9,1.972,1.953892,8093145.0
2012-12-10,1.978,2.034,1.978,2.004,1.985598,7676510.0
2012-12-11,1.976,2.096,1.972,2.016,1.997488,12680185.0
2012-12-12,1.992,2.024,1.958,1.994,1.97569,6508470.0
2012-12-13,1.98,2.004,1.954,1.96,1.942002,3727905.0
2012-12-14,1.96,2.084,1.958,2.056,2.03712,12465415.0
2012-12-17,2.066,2.164,2.064,2.068,2.04901,16385010.0
2012-12-18,2.12,2.176,2.102,2.142,2.12233,21035850.0
2012-12-19,2.11,2.146,2.076,2.104,2.08468,10302930.0
2012-12-20,2.09,2.156,2.066,2.146,2.126294,13300215.0
2012-12-21,2.146,2.196,2.128,2.15,2.130257,14416365.0
2012-12-24,2.136,2.156,2.1,2.116,2.096569,6377445.0
2012-12-25,2.11,2.214,2.104,2.172,2.152055,13210185.0
2012-12-26,2.172,2.254,2.16,2.214,2.193669,16655770.0
2012-12-27,2.214,2.238,2.138,2.138,2.118367,14268190.0
2012-12-28,2.136,2.186,2.13,2.176,2.156018,6838525.0
2012-12-31,2.178,2.21,2.154,2.176,2.156018,9721860.0
2013-01-04,2.176,2.236,2.17,2.18,2.159982,10295110.0
2013-01-07,2.158,2.186,2.142,2.176,2.156018,6171285.0
2013-01-08,2.174,2.208,2.154,2.2,2.179798,9386115.0
2013-01-09,2.18,2.24,2.172,2.208,2.187724,14721530.0
2013-01-10,2.23,2.256,2.194,2.216,2.195651,10983505.0
2013-01-11,2.236,2.242,2.14,2.14,2.120349,9794975.0
2013-01-14,2.13,2.216,2.116,2.202,2.181779,10888225.0
2013-01-15,2.196,2.306,2.19,2.268,2.247173,19879875.0
2013-01-16,2.266,2.376,2.246,2.294,2.272935,24823615.0
2013-01-17,2.29,2.292,2.22,2.244,2.223394,11252305.0
2013-01-18,2.244,2.344,2.224,2.31,2.288788,18481065.0
2013-01-21,2.28,2.314,2.27,2.3,2.27888,10363150.0
2013-01-22,2.302,2.304,2.206,2.226,2.205559,11035450.0
2013-01-23,2.23,2.264,2.218,2.252,2.231321,8315945.0
2013-01-24,2.246,2.276,2.15,2.164,2.144129,10630900.0
2013-01-25,2.16,2.208,2.158,2.166,2.14611,7932210.0
2013-01-28,2.17,2.248,2.166,2.23,2.209522,9103830.0
2013-01-29,2.254,2.27,2.228,2.254,2.233302,11624010.0
2013-01-30,2.25,2.29,2.226,2.232,2.211504,9308910.0
2013-01-31,2.24,2.296,2.24,2.274,2.253118,14569120.0
2013-02-01,2.27,2.27,2.208,2.248,2.227357,8457055.0
2013-02-04,2.26,2.352,2.252,2.326,2.304641,22124880.0
2013-02-05,2.29,2.32,2.274,2.304,2.282843,10823200.0
2013-02-06,2.304,2.348,2.294,2.296,2.274916,9206635.0
2013-02-07,2.296,2.31,2.27,2.294,2.272935,6539145.0
2013-02-08,2.31,2.324,2.29,2.314,2.292751,6940760.0
2013-02-18,2.314,2.33,2.264,2.288,2.26699,6927465.0
2013-02-19,2.28,2.292,2.22,2.23,2.209522,7747705.0
2013-02-20,2.23,2.266,2.222,2.26,2.239247,5218955.0
2013-02-21,2.238,2.272,2.18,2.196,2.175835,8263375.0
2013-02-22,2.184,2.23,2.184,2.206,2.185743,5391900.0
